ts_us,ax,ay,az,gx,gy,gz,mx,my,mz,temp,roll,pitch,yaw,sys_cal,gyro_cal,acc_cal,mag_cal
3969530193,-0.2400,0.6900,-9.7800,0.0625,-0.0000,0.0625,51.0625,-8.0000,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969540193,-0.2400,0.6800,-9.7800,-0.0625,0.0625,-0.0000,51.0625,-8.0000,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969550193,-0.2200,0.6700,-9.7800,-0.0625,-0.0000,-0.0625,51.0625,-8.0000,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969560193,-0.2200,0.6900,-9.8100,-0.0625,0.0625,-0.0625,51.0625,-8.0000,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969570193,-0.2200,0.7000,-9.8000,-0.1875,-0.0000,-0.0000,50.0625,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969580193,-0.2300,0.6700,-9.7900,-0.1250,-0.1250,0.0625,50.0625,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969590193,-0.2300,0.7200,-9.7900,-0.0625,0.0625,0.0625,50.0625,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969600193,-0.2300,0.7000,-9.7900,0.0625,0.1875,0.1250,50.0625,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969610193,-0.2200,0.7000,-9.8000,-0.1250,0.0625,-0.0000,50.0625,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969620193,-0.2200,0.6800,-9.7900,-0.1250,0.1250,-0.0000,51.0625,-7.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969630193,-0.2400,0.7100,-9.7800,0.0625,0.0625,-0.0625,51.0625,-7.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969640193,-0.2300,0.7200,-9.7900,-0.0000,-0.0000,-0.0625,51.0625,-7.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969650193,-0.2300,0.6900,-9.8000,0.0625,-0.0000,-0.0625,51.0625,-7.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969660193,-0.2300,0.7100,-9.8000,-0.0625,0.0625,0.1250,51.0625,-7.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969670193,-0.2300,0.7100,-9.8100,0.0625,-0.0000,-0.0625,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969680193,-0.2300,0.6800,-9.7800,0.0625,-0.0625,-0.0000,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969690193,-0.2100,0.6800,-9.7700,0.1250,0.0625,-0.0000,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969700193,-0.2200,0.7200,-9.7900,-0.0625,0.1250,0.1250,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969710193,-0.2200,0.7000,-9.8000,-0.1250,0.1250,-0.0625,50.7500,-7.5625,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969720193,-0.2300,0.6900,-9.8100,0.0625,-0.1250,0.0625,51.5000,-6.8750,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969730193,-0.2100,0.7000,-9.8100,0.2500,0.1875,-0.0000,51.5000,-6.8750,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969740193,-0.2000,0.6900,-9.8100,-0.0625,-0.0000,-0.0625,51.5000,-6.8750,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969750193,-0.2200,0.7000,-9.7900,-0.0000,0.1250,-0.1875,51.5000,-6.8750,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969760193,-0.2300,0.6800,-9.8300,-0.0000,-0.0000,-0.0000,51.5000,-6.8750,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969770193,-0.2300,0.7000,-9.7900,-0.0625,-0.0625,-0.0000,50.3750,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969780193,-0.2300,0.7100,-9.8100,0.0625,-0.0000,-0.0000,50.3750,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969790193,-0.2300,0.6800,-9.7500,0.1250,0.1875,0.0625,50.3750,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969800193,-0.2300,0.7100,-9.8000,0.2500,0.0625,-0.0625,50.3750,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969810193,-0.2400,0.6900,-9.8000,-0.0000,0.0625,0.0625,50.3750,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969820193,-0.2200,0.6800,-9.8200,0.2500,0.1250,-0.0625,51.0625,-8.0000,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969830193,-0.2300,0.6700,-9.7900,0.1250,-0.1875,0.0625,51.0625,-8.0000,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969840193,-0.2300,0.7100,-9.7700,0.0625,-0.1250,-0.0625,51.0625,-8.0000,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969850193,-0.2300,0.7100,-9.7800,0.0625,0.1250,-0.0000,51.0625,-8.0000,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969860193,-0.2200,0.6900,-9.7900,0.0625,0.0625,-0.0625,51.0625,-8.0000,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969870193,-0.2100,0.7100,-9.8100,0.0625,-0.0000,0.1875,50.3750,-7.5625,43.2500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969880193,-0.2200,0.7100,-9.8100,0.0625,0.0625,-0.0000,50.3750,-7.5625,43.2500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969890193,-0.2300,0.7000,-9.7900,-0.0625,-0.0000,-0.0625,50.3750,-7.5625,43.2500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969900193,-0.2000,0.7200,-9.7900,-0.0625,-0.0625,0.1250,50.3750,-7.5625,43.2500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969910193,-0.2400,0.6900,-9.7800,-0.1250,-0.0625,-0.1250,50.3750,-7.5625,43.2500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969920193,-0.2100,0.7000,-9.8200,-0.0625,0.1250,-0.0625,51.8750,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969930193,-0.2300,0.6800,-9.8100,-0.0000,0.0625,0.0625,51.8750,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969940193,-0.2300,0.6800,-9.7700,-0.0000,-0.0000,-0.0000,51.8750,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969950193,-0.2400,0.6700,-9.8100,-0.1250,-0.0625,0.0625,51.8750,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969960193,-0.2400,0.6700,-9.7900,-0.1250,-0.1250,0.0625,51.8750,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969970193,-0.2400,0.6800,-9.8200,-0.0625,-0.0625,-0.0000,51.8750,-6.8750,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969980193,-0.2300,0.7200,-9.8000,0.0625,-0.0625,-0.0000,51.8750,-6.8750,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3969990193,-0.2300,0.6900,-9.7900,-0.0000,-0.0000,-0.0000,51.8750,-6.8750,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970000193,-0.2300,0.7100,-9.8100,-0.0625,-0.1250,-0.0000,51.8750,-6.8750,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970010193,-0.2300,0.6800,-9.8100,-0.0625,0.0625,0.0625,51.8750,-6.8750,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970020193,-0.2100,0.6800,-9.7600,-0.0625,0.1250,-0.1250,50.0625,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970030193,-0.2200,0.7000,-9.8000,0.1875,-0.0000,-0.0000,50.0625,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970040193,-0.2100,0.7100,-9.7900,0.1250,-0.0000,-0.0625,50.0625,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970050193,-0.2100,0.6900,-9.7600,-0.0000,-0.1250,0.0625,50.0625,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970060193,-0.2100,0.7000,-9.8200,-0.0625,-0.0625,0.0625,50.0625,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970070193,-0.2100,0.7000,-9.7900,-0.1875,-0.0625,-0.0000,51.5000,-8.3750,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970080193,-0.2200,0.7000,-9.8100,0.0625,-0.0000,-0.0625,51.5000,-8.3750,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970090193,-0.2300,0.6900,-9.7900,-0.1250,-0.0000,-0.0000,51.5000,-8.3750,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970100193,-0.2200,0.6800,-9.7800,-0.0000,-0.0625,-0.0625,51.5000,-8.3750,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970110193,-0.2400,0.7000,-9.8700,-0.0625,-0.0625,0.1250,51.5000,-8.3750,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970120193,-0.2300,0.6900,-9.7900,-0.1250,-0.0625,-0.0625,50.7500,-8.0000,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970130193,-0.2300,0.6800,-9.7900,-0.1875,0.1875,-0.0000,50.7500,-8.0000,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970140193,-0.2200,0.7000,-9.7700,0.1250,0.0625,0.0625,50.7500,-8.0000,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970150193,-0.2400,0.6900,-9.7900,-0.0000,0.1250,-0.0000,50.7500,-8.0000,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970160193,-0.2300,0.7000,-9.7900,0.1250,-0.0000,-0.0625,50.7500,-8.0000,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970170193,-0.2300,0.7100,-9.8100,-0.1250,-0.0000,0.0625,50.5000,-7.1875,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970180193,-0.2200,0.6900,-9.8100,-0.0625,-0.0625,0.0625,50.5000,-7.1875,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970190193,-0.2200,0.6900,-9.7600,-0.0625,-0.0000,0.0625,50.5000,-7.1875,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970200193,-0.2300,0.7100,-9.7600,-0.1250,-0.0000,-0.0625,50.5000,-7.1875,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970210193,-0.2200,0.6900,-9.8100,-0.1250,0.0625,-0.0625,50.5000,-7.1875,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970220193,-0.2300,0.7100,-9.8200,-0.0625,-0.0000,-0.1250,50.0625,-6.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970230193,-0.2100,0.7200,-9.8100,-0.0625,0.0625,-0.0000,50.0625,-6.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970240193,-0.2300,0.7000,-9.7900,-0.0625,0.1250,-0.0000,50.0625,-6.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970250193,-0.2200,0.6900,-9.7900,-0.1250,-0.1250,0.0625,50.0625,-6.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970260193,-0.2300,0.7000,-9.8000,-0.0625,-0.0000,-0.0000,50.0625,-6.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970270193,-0.2300,0.6800,-9.8200,-0.1250,-0.1250,-0.1250,51.0625,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970280193,-0.2300,0.6900,-9.7800,-0.1250,-0.1875,-0.1875,51.0625,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970290193,-0.2300,0.7100,-9.7900,-0.0000,-0.2500,-0.0625,51.0625,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970300193,-0.2100,0.7000,-9.7800,-0.3125,-0.0000,-0.0625,51.0625,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970310193,-0.2100,0.6900,-9.8000,-0.2500,-0.0000,0.1250,51.0625,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970320193,-0.2400,0.6900,-9.8100,0.1250,-0.1250,-0.0000,51.0625,-8.0000,41.0000,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970330193,-0.2300,0.7100,-9.7900,-0.0625,0.0625,0.0625,51.0625,-8.0000,41.0000,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970340193,-0.2300,0.6900,-9.8000,-0.1250,0.1875,0.0625,51.0625,-8.0000,41.0000,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970350193,-0.2400,0.7000,-9.7800,-0.1250,-0.0000,-0.0625,51.0625,-8.0000,41.0000,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970360193,-0.2300,0.7100,-9.8000,-0.1875,-0.0000,-0.0000,51.0625,-8.0000,41.0000,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970370193,-0.2400,0.7100,-9.7700,-0.1875,-0.0000,-0.0625,50.7500,-8.3750,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970380193,-0.2400,0.6900,-9.8100,-0.0625,-0.0625,0.1250,50.7500,-8.3750,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970390193,-0.2300,0.6900,-9.7600,0.1250,-0.1250,-0.0625,50.7500,-8.3750,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970400193,-0.2200,0.6800,-9.8000,0.1250,-0.0000,-0.0625,50.7500,-8.3750,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970410193,-0.2300,0.6800,-9.8300,0.0625,0.0625,-0.0000,50.7500,-8.3750,42.1875,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970420193,-0.2300,0.6800,-9.8000,0.1875,-0.0625,-0.0625,50.5000,-8.3750,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970430193,-0.2300,0.6800,-9.8000,-0.0625,-0.1250,0.1250,50.5000,-8.3750,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970440193,-0.2300,0.6700,-9.7900,0.1250,-0.1250,0.0625,50.5000,-8.3750,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970450193,-0.2300,0.6900,-9.8000,-0.0625,-0.0625,0.0625,50.5000,-8.3750,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970460193,-0.2200,0.7200,-9.7900,0.1250,-0.0625,-0.0625,50.5000,-8.3750,42.0625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970470193,-0.2100,0.6900,-9.7900,0.1875,-0.0000,-0.0000,51.0625,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970480193,-0.2300,0.6800,-9.8300,0.1875,-0.0000,-0.0000,51.0625,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970490193,-0.2300,0.7100,-9.8300,-0.0625,-0.1875,0.0625,51.0625,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970500193,-0.2200,0.7000,-9.8000,0.1875,-0.1875,0.0625,51.0625,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970510193,-0.2400,0.7100,-9.7700,-0.0000,-0.0000,0.0625,51.0625,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970520193,-0.2200,0.6800,-9.8000,-0.0625,-0.2500,-0.0625,50.7500,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970530193,-0.2400,0.7100,-9.8100,-0.0000,0.1250,-0.0000,50.7500,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970540193,-0.2400,0.6800,-9.8100,0.0625,-0.0000,0.1250,50.7500,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970550193,-0.2400,0.6800,-9.7800,0.0625,-0.0000,0.0625,50.7500,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970560193,-0.2400,0.7100,-9.8300,-0.1250,-0.1250,-0.0000,50.7500,-7.5625,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970570193,-0.2200,0.6900,-9.7800,-0.1250,-0.0000,-0.0625,51.0625,-6.8750,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970580193,-0.2200,0.6800,-9.8300,-0.0625,-0.0000,-0.0625,51.0625,-6.8750,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970590193,-0.2300,0.7100,-9.8000,-0.0000,-0.0000,-0.0000,51.0625,-6.8750,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970600193,-0.2300,0.7100,-9.7600,0.0625,-0.0000,0.0625,51.0625,-6.8750,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970610193,-0.2300,0.7100,-9.8100,-0.0000,-0.0625,0.0625,51.0625,-6.8750,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970620193,-0.2200,0.6700,-9.8000,-0.0000,-0.0000,-0.0000,51.0625,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970630193,-0.2200,0.7000,-9.8000,0.1250,-0.0625,-0.0000,51.0625,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970640193,-0.2200,0.7100,-9.8100,0.1250,-0.1875,-0.0000,51.0625,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970650193,-0.2200,0.7100,-9.7600,0.0625,-0.0625,-0.0000,51.0625,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970660193,-0.2300,0.7000,-9.7900,0.0625,0.1250,0.1250,51.0625,-7.1875,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970670193,-0.2400,0.7000,-9.8200,-0.0000,-0.1875,-0.0000,50.3750,-7.5625,43.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970680193,-0.2300,0.6900,-9.8000,-0.0000,-0.0000,-0.0000,50.3750,-7.5625,43.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970690193,-0.2400,0.7100,-9.8300,-0.0625,-0.0000,0.0625,50.3750,-7.5625,43.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970700193,-0.2200,0.6900,-9.7900,0.2500,0.0625,-0.1250,50.3750,-7.5625,43.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970710193,-0.2400,0.6800,-9.8200,0.1875,-0.1250,-0.0625,50.3750,-7.5625,43.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970720193,-0.2200,0.6900,-9.7800,0.1250,-0.1875,0.1250,51.0625,-6.8750,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970730193,-0.2300,0.7100,-9.8000,-0.0000,0.1250,-0.0625,51.0625,-6.8750,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970740193,-0.2000,0.6600,-9.7900,-0.0000,-0.0625,0.0625,51.0625,-6.8750,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970750193,-0.2300,0.6900,-9.8000,0.0625,-0.0000,-0.0000,51.0625,-6.8750,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970760193,-0.2300,0.7000,-9.8000,0.1250,-0.0000,-0.0625,51.0625,-6.8750,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970770193,-0.2300,0.7100,-9.8000,0.1250,-0.0000,-0.0625,51.0625,-6.8750,41.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970780193,-0.2300,0.6900,-9.8000,0.1875,-0.0625,-0.1875,51.0625,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970790193,-0.2300,0.7100,-9.7700,0.0625,-0.0000,-0.0000,51.0625,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970800193,-0.2300,0.6800,-9.8100,-0.0000,-0.0625,0.0625,51.0625,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970810193,-0.2300,0.7000,-9.8000,-0.0000,-0.0625,0.0625,51.0625,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970820193,-0.2400,0.7000,-9.8000,0.1875,-0.0625,-0.1250,51.0625,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970830193,-0.2400,0.6800,-9.7900,-0.0000,-0.0625,-0.0625,50.7500,-6.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970840193,-0.2200,0.6900,-9.7900,0.1875,-0.1875,-0.0625,50.7500,-6.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970850193,-0.2300,0.7000,-9.7900,-0.0000,0.0625,-0.0000,50.7500,-6.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970860193,-0.2300,0.6900,-9.8000,0.0625,-0.0625,-0.0000,50.7500,-6.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970870193,-0.2200,0.6900,-9.8100,-0.0000,-0.0625,-0.1875,50.7500,-6.5625,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970880193,-0.2200,0.7200,-9.8100,0.1250,0.1250,0.0625,51.0625,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970890193,-0.2000,0.6900,-9.7900,-0.1250,-0.0625,-0.0625,51.0625,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970900193,-0.2400,0.6800,-9.7900,0.0625,0.0625,0.0625,51.0625,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970910193,-0.2300,0.7100,-9.8000,0.0625,0.0625,-0.1250,51.0625,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970920193,-0.2300,0.6900,-9.8100,0.1875,-0.1250,0.0625,51.0625,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970930193,-0.2100,0.7100,-9.7800,-0.0000,0.0625,0.1875,51.0625,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970940193,-0.2300,0.6900,-9.7900,-0.0000,0.0625,0.1250,51.0625,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970950193,-0.2300,0.6900,-9.7700,-0.0625,0.0625,0.0625,51.0625,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970960193,-0.2200,0.7000,-9.7700,-0.0625,-0.0625,0.0625,51.0625,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970970193,-0.2100,0.6900,-9.8100,-0.1250,0.0625,-0.0000,51.0625,-7.1875,42.5625,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970980193,-0.2100,0.7000,-9.8200,-0.1250,0.1250,-0.0625,51.5000,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3970990193,-0.2300,0.7000,-9.8000,0.0625,-0.0000,0.0625,51.5000,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971000193,-0.2000,0.6900,-9.7700,-0.0000,-0.0000,0.0625,51.5000,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971010193,-0.2300,0.6900,-9.8000,0.0625,0.1250,0.0625,51.5000,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971020193,-0.2400,0.7000,-9.8000,-0.0625,0.0625,0.0625,51.5000,-6.8750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971030193,-0.2200,0.7000,-9.8100,-0.1250,-0.1875,-0.0625,50.7500,-8.3750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971040193,-0.2500,0.7000,-9.7900,-0.0000,-0.1250,0.0625,50.7500,-8.3750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971050193,-0.2300,0.7100,-9.7700,-0.1250,-0.0625,0.1250,50.7500,-8.3750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971060193,-0.2200,0.7000,-9.8100,-0.0625,0.1250,0.1250,50.7500,-8.3750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971070193,-0.2200,0.7100,-9.8000,0.0625,0.1250,-0.0625,50.7500,-8.3750,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971080193,-0.2100,0.6900,-9.8100,0.0625,0.0625,0.2500,50.5000,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971090193,-0.2300,0.6800,-9.8000,-0.0625,0.1250,-0.0000,50.5000,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971100193,-0.2300,0.6800,-9.7700,-0.0625,0.1250,0.0625,50.5000,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971110193,-0.2300,0.6900,-9.7800,-0.0625,-0.0625,0.0625,50.5000,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971120193,-0.2200,0.6900,-9.8300,-0.0625,-0.0000,0.1250,50.5000,-7.5625,42.8750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971130193,-0.2300,0.7000,-9.8200,-0.0625,-0.0625,-0.0625,51.0625,-8.6875,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971140193,-0.2400,0.7100,-9.8000,-0.0625,-0.0625,-0.0625,51.0625,-8.6875,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971150193,-0.2400,0.6800,-9.7700,-0.0000,-0.0625,0.1250,51.0625,-8.6875,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971160193,-0.2100,0.7000,-9.8000,0.0625,0.1250,-0.0000,51.0625,-8.6875,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971170193,-0.2200,0.7200,-9.8100,0.0625,0.0625,-0.1250,51.0625,-8.6875,41.7500,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971180193,-0.2300,0.7100,-9.8000,-0.0000,0.0625,-0.0000,50.7500,-7.5625,43.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971190193,-0.2300,0.6900,-9.8000,0.0625,0.1250,0.0625,50.7500,-7.5625,43.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971200193,-0.2200,0.6800,-9.7800,-0.1250,-0.1250,0.0625,50.7500,-7.5625,43.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971210193,-0.2300,0.7000,-9.8000,-0.0000,-0.0625,-0.1250,50.7500,-7.5625,43.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
3971220193,-0.2300,0.7000,-9.8000,-0.1875,-0.0000,-0.0000,50.7500,-7.5625,43.3750,26.0,1.1250,3.9375,85.3750,3,3,3,3
